Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
texas a m university kingsville,955 University Blvd Kingsville TX 78363,(27.52505 -97.88179),$19317,$35171,936,('93%' '94%' '90%'),4936,('54%' '46%'),20%,Co-ed,('47%' '53%'),67%,4%,1%,5%,78%,&lt; 1%,1%,15%
texas christian university tcu,2800 S University Dr Fort Worth TX 76129,(32.71127 -97.36044),$65700,$65700,2560,('54%' '56%' '49%'),19782,('61%' '39%'),24%,Co-ed,('63%' '37%'),92%,5%,3%,6%,14%,1%,2%,73%
texas college,2404 N. Grand Avenue Tyler TX 75702,(32.37421 -95.31092),$18408,$18408,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),65%,2%,&lt; 1%,87%,8%,&lt; 1%,2%,3%
texas lutheran university tlu,1000 W. Court St Seguin TX 78155,(29.56928 -97.98422),$43970,$43970,313,('63%' '65%' '59%'),2630,('52%' '48%'),19%,Co-ed,('48%' '52%'),71%,0%,1%,10%,34%,&lt; 1%,4%,51%
texas southern university tsu,3100 Cleburne St Houston TX 77004,(29.72484 -95.36298),$18837,$31077,1294,('63%' '65%' '59%'),10554,('64%' '36%'),19%,Co-ed,('65%' '35%'),54%,8%,2%,87%,7%,1%,2%,2%
texas southmost college,80 Fort Brown Brownsville TX 78520,(25.90066 -97.49229),$3748,$4948,563,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,0%,&lt; 1%,&lt; 1%,96%,&lt; 1%,1%,2%
texas state university,601 University Dr San Marcos TX 78666,(29.88766 -97.93575),$22065,$33489,6650,('70%' '72%' '65%'),31073,('63%' '37%'),31%,Co-ed,('63%' '37%'),77%,1%,2%,10%,37%,&lt; 1%,4%,46%
texas tech university ttu,Broadway and University Avenue Lubbock TX 79409,(33.58448 -101.87057),$22198,$34468,6629,('68%' '69%' '65%'),33756,('53%' '47%'),29%,Co-ed,('52%' '48%'),85%,5%,3%,7%,28%,&lt; 1%,3%,59%
texas wesleyan university,1201 Wesleyan St Fort Worth TX 76105,(32.73212 -97.28045),$45140,$45140,370,('58%' '57%' '57%'),3977,('57%' '43%'),16%,Co-ed,('48%' '52%'),51%,12%,2%,19%,32%,1%,9%,37%
texas woman s university twu,304 Administration Dr Denton TX 76204,(33.22637 -97.12881),$18780,$28572,1287,('96%' '95%' '94%'),5355,('92%' '8%'),25%,Co-ed,('95%' '5%'),73%,1%,9%,17%,30%,&lt; 1%,5%,39%
thaddeus stevens college of technology,750 E King St Lancaster PA 17602-3198,(40.0379 -76.28922),$18070,$18070,451,('89%' '88%' '88%'),1372,('8%' '92%'),39%,Co-ed,('8%' '92%'),74%,0%,2%,9%,14%,&lt; 1%,4%,71%
the baptist college of florida,5400 College Dr Graceville FL 32440,(30.96148 -85.50565),$16762,$16762,30,('100%' '100%' '100%'),36,('61%' '39%'),83%,Co-ed,('60%' '40%'),76%,0%,1%,8%,3%,1%,9%,77%
the citadel the military college of south carolina the citadel,171 Moultrie St Charleston SC 29409,(32.79689 -79.95787),$20213,$43469,566,('86%' '85%' '86%'),2470,('19%' '81%'),27%,Co-ed,('12%' '88%'),84%,1%,3%,10%,7%,&lt; 1%,5%,75%
the college of new jersey tcnj,2000 Pennington Road Ewing NJ 08628,(40.27095 -74.78318),$31039,$43346,1476,('62%' '65%' '57%'),10393,('57%' '43%'),23%,Co-ed,('58%' '42%'),93%,1%,11%,7%,13%,&lt; 1%,4%,65%
the masters university and seminary,21726 Placerita Canyon Road Santa Clarita CA 91321-1200,(34.38171 -118.51785),$41200,$41200,343,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),84%,1%,7%,3%,21%,1%,10%,58%
the state university of new york at albany suny albany,1400 Washington Avenue Albany NY 12222,(42.68609 -73.8258),$25461,$43301,3030,('68%' '70%' '64%'),21265,('57%' '43%'),21%,Co-ed,('58%' '42%'),81%,6%,9%,19%,17%,&lt; 1%,9%,46%
the state university of new york at binghamton suny binghamton,4400 Vestal Parkway East Vestal NY 13850,(42.0955 -75.96969),$27454,$43484,3089,('44%' '34%' '56%'),39533,('56%' '44%'),18%,Co-ed,('53%' '47%'),92%,8%,15%,6%,12%,&lt; 1%,4%,62%
the state university of new york at geneseo suny geneseo,1 College Circle Geneseo NY 14454,(42.79485 -77.81938),$23207,$33117,1007,('74%' '76%' '68%'),9103,('65%' '35%'),15%,Co-ed,('65%' '35%'),85%,3%,6%,3%,8%,&lt; 1%,6%,76%
the state university of new york at stony brook suny stony brook,310 Administration Building Stony Brook NY 11794,(40.91578 -73.11858),$25953,$43873,3416,('48%' '50%' '45%'),38826,('55%' '45%'),18%,Co-ed,('53%' '47%'),90%,14%,27%,8%,14%,&lt; 1%,12%,39%
the state university of new york polytechnic institute suny poly,100 Seymour Rd Utica NY 13502,(43.13487 -75.22918),$21952,$32712,307,('77%' '80%' '75%'),2686,('30%' '70%'),15%,Co-ed,('26%' '74%'),78%,2%,7%,6%,9%,&lt; 1%,3%,75%
the university of tennessee southern,433 West Madison Street Pulaski TN 38478,(35.20066 -87.03623),$34450,$34450,215,('92%' '92%' '92%'),408,('58%' '42%'),57%,Co-ed,('58%' '42%'),52%,4%,1%,11%,3%,&lt; 1%,15%,70%
the university of texas at tyler,3900 University Blvd Tyler TX 75799,(32.31238 -95.25057),$19503,$35049,1169,('94%' '95%' '92%'),3577,('61%' '39%'),35%,Co-ed,('63%' '37%'),62%,2%,4%,10%,20%,&lt; 1%,6%,60%
the university of texas rio grande valley,1201 W University Dr Edinburg TX 78539,(26.30345 -98.17622),$17735,$27527,5439,('94%' '94%' '92%'),14386,('59%' '41%'),40%,Co-ed,('58%' '42%'),76%,2%,1%,1%,92%,&lt; 1%,3%,3%
thiel college,75 College Ave Greenville PA 16125,(41.41196 -80.38513),$48438,$48438,241,('88%' '87%' '88%'),1680,('46%' '54%'),16%,Co-ed,('39%' '61%'),58%,0%,6%,13%,3%,&lt; 1%,7%,72%
thomas aquinas college,10000 Ojai Road Santa Paula CA 93060,(34.42702 -119.09334),$35400,$35400,131,('83%' '84%' '81%'),261,('55%' '45%'),60%,Co-ed,('51%' '49%'),91%,3%,2%,1%,17%,&lt; 1%,9%,71%
thomas college,180 W River Rd Waterville ME 04901,(44.52494 -69.66265),$40888,$40888,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),65%,4%,1%,3%,1%,&lt; 1%,24%,70%
thomas jefferson university,1020 Walnut Street Philadelphia PA 19107,(39.94851 -75.15772),$57403,$57403,684,('78%' '79%' '73%'),5135,('74%' '26%'),17%,Co-ed,('75%' '25%'),81%,3%,7%,18%,7%,&lt; 1%,14%,54%
thomas more college of liberal arts,6 Manchester St Merrimack NH 03054,(42.8056 -71.48575),$33900,$33900,20,('90%' '90%' '88%'),48,('62%' '38%'),47%,Co-ed,('65%' '35%'),77%,2%,&lt; 1%,1%,4%,1%,&lt; 1%,93%
thomas more university,333 Thomas More Parkway Crestview Hills KY 41017,(39.02277 -84.56567),$44448,$44448,391,('96%' '97%' '95%'),2691,('55%' '45%'),15%,Co-ed,('49%' '51%'),63%,1%,1%,6%,3%,&lt; 1%,10%,80%
thomas university,1501 Millpond Rd Thomasville GA 31792,(30.81665 -83.96713),$18120,$18120,91,('29%' '21%' '39%'),853,('59%' '41%'),34%,Co-ed,('40%' '60%'),64%,1%,2%,26%,5%,1%,32%,36%
three rivers college,2080 Three Rivers Blvd Poplar Bluff MO 63901,(36.77685 -90.4321),$12790,$12790,483,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,9%,2%,1%,11%,76%
three rivers community college,574 New London Turnpike Norwich CT 06360,(41.50994 -72.10446),$4596,$13548,514,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,0%,5%,9%,19%,1%,7%,59%
tidewater community college,121 College Place Norfolk VA 23510,(36.85019 -76.29134),$4680,$9978,1542,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,5%,30%,9%,1%,9%,46%
tiffin university,155 Miami Street Tiffin OH 44883,(41.11862 -83.18423),$40950,$40950,488,('74%' '75%' '72%'),3751,('38%' '62%'),18%,Co-ed,('47%' '53%'),67%,13%,&lt; 1%,12%,3%,&lt; 1%,40%,44%
tillamook bay community college,4301 Third St. Tillamook OR 97141,(45.45691 -123.81346),$4356,$5076,42,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,2%,1%,&lt; 1%,22%,1%,5%,70%
toccoa falls college,107 Kincaid Drive Toccoa Falls GA 30598,(34.59373 -83.35818),$29990,$29990,177,('62%' '60%' '64%'),879,('66%' '34%'),33%,Co-ed,('62%' '38%'),61%,1%,6%,11%,5%,&lt; 1%,5%,73%
tompkins cortland community college,170 North St Dryden NY 13053-0139,(42.50269 -76.29826),$17677,$23332,322,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,1%,2%,3%,7%,&lt; 1%,12%,75%
torah temimah talmudical seminary,3323 Richmond Ave Staten Island NY 10312,(40.5577 -74.16917),$15550,$15550,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
tougaloo college,500 W County Line Rd Tougaloo MS 39174,(32.40037 -90.15762),$17261,$17261,98,('56%' '60%' '47%'),3295,('64%' '36%'),5%,Co-ed,('51%' '49%'),74%,2%,&lt; 1%,99%,1%,&lt; 1%,&lt; 1%,&lt; 1%
touro college,500 7th Avenue New York NY 10018,(40.75305 -73.98908),$33524,$33524,544,('77%' '79%' '73%'),1592,('62%' '38%'),44%,Co-ed,('60%' '40%'),78%,4%,3%,14%,11%,&lt; 1%,10%,62%
towson university,8000 York Rd Towson MD 21252,(39.39373 -76.60658),$23696,$38748,2592,('88%' '89%' '84%'),11616,('62%' '38%'),25%,Co-ed,('61%' '39%'),85%,2%,6%,21%,8%,&lt; 1%,7%,57%
transylvania university,300 N Broadway Lexington KY 40508,(38.05207 -84.49538),$54720,$54720,289,('92%' '93%' '89%'),1629,('62%' '38%'),19%,Co-ed,('56%' '44%'),82%,0%,1%,4%,5%,&lt; 1%,11%,79%
treasure valley community college,650 College Blvd Ontario OR 97914,(44.01814 -116.97376),$13551,$14001,234,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,1%,&lt; 1%,1%,29%,1%,11%,57%
trevecca nazarene university,333 Murfreesboro Rd Nashville TN 37210,(36.14574 -86.75322),$36298,$36298,425,('78%' '79%' '75%'),1565,('65%' '35%'),35%,Co-ed,('64%' '36%'),77%,5%,1%,14%,9%,&lt; 1%,10%,65%
tri county community college,21 Campus Circle Murphy NC 28906,(35.06818 -83.96728),$2363,$8507,69,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,1%,6%,2%,5%,86%
tri county technical college,7900 U.S. Hwy 76 Pendleton SC 29670,(34.63855 -82.78734),$5830,$10304,1884,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),30%,0%,1%,9%,6%,&lt; 1%,5%,77%
tri state bible college,506 Margaret St South Point OH 45680,(38.42597 -82.58025),$9100,$9100,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
triangle tech inc dubois,225 Tannery Row Road Falls Creek PA 15840-3333,(41.14748 -78.79598),$18384,$18384,15,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,&lt; 1%,&lt; 1%,1%,&lt; 1%,1%,98%
triangle tech inc greensburg,222 E Pittsburgh St Ste A Greensburg PA 15601-3304,(40.30339 -79.53947),$18390,$18390,39,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,0%,&lt; 1%,1%,1%,2%,&lt; 1%,96%
triangle tech inc pittsburgh,1940 Perrysville Avenue Pittsburgh PA 15214-3897,(40.4624 -80.01335),$18443,$18443,31,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,&lt; 1%,34%,4%,1%,6%,54%
trident technical college,7000 Rivers Avenue Charleston SC 29423-8067,(32.92378 -80.03158),$5143,$8690,1145,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,2%,26%,8%,1%,7%,56%
trine university,1 University Ave Angola IN 46703,(41.6341 -85.00507),$45880,$45880,664,('79%' '78%' '78%'),4167,('42%' '58%'),20%,Co-ed,('35%' '65%'),80%,4%,3%,4%,9%,&lt; 1%,5%,79%
trine university regional non traditional campuses,9910 Dupont Circle Drive East Fort Wayne IN 46825,(41.17217 -85.10679),$9576,$9576,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,68%,1%,7%,8%,&lt; 1%,5%,79%
trinidad state college,600 Prospect Street Trinidad CO 81082,(37.17295 -104.5138),$13109,$16478,256,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,3%,2%,6%,45%,2%,8%,38%
trinity baptist college,800 Hammond Blvd Jacksonville FL 32221,(30.30985 -81.79716),$21032,$21032,77,('43%' '43%' '42%'),279,('46%' '54%'),64%,Co-ed,('44%' '56%'),52%,2%,1%,23%,10%,1%,4%,61%
trinity bible college and graduate school,50 6th Ave S Ellendale ND 58436-7105,(46.00025 -98.52027),$24122,$24122,20,('97%' '100%' '90%'),32,('68%' '32%'),71%,Co-ed,('72%' '28%'),66%,0%,1%,8%,4%,1%,18%,69%
trinity christian college,6601 W College Dr Palos Heights IL 60463,(41.67314 -87.78236),$43625,$43625,180,('76%' '77%' '73%'),1048,('63%' '37%'),23%,Co-ed,('58%' '42%'),81%,8%,1%,9%,13%,&lt; 1%,5%,71%
trinity college,300 Summit St Hartford CT 06106,(41.74717 -72.69304),$77270,$77270,523,('38%' '40%' '35%'),5603,('50%' '50%'),25%,Co-ed,('49%' '51%'),91%,12%,5%,7%,9%,&lt; 1%,8%,72%
trinity college of florida,2430 Welbilt Boulevard Trinity FL 34655,(28.19506 -82.67817),$23900,$23900,34,('47%' '42%' '49%'),137,('39%' '61%'),53%,Co-ed,('17%' '83%'),40%,1%,2%,26%,17%,1%,11%,44%
trinity college of puerto rico,Avenida Hostos 834 Ponce PR 00716-1111,(17.98231 -66.62017),$7678,$7678,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
trinity international university florida,9010 SW 137th Ave Suite #101 Miami FL 33186,(25.6829 -80.41757),$14020,$14020,,n/a,n/a,n/a,n/a,Diverse,('n/a' 'n/a'),n/a,n/a
trinity international university tiu,2065 Half Day Rd Deerfield IL 60015,(42.20009 -87.87879),$44218,$44218,90,('91%' '96%' '88%'),373,('36%' '64%'),26%,Co-ed,('35%' '65%'),57%,4%,5%,12%,6%,&lt; 1%,23%,55%
trinity university,One Trinity Place San Antonio TX 78212,(29.46536 -98.48268),$61284,$61284,663,('34%' '34%' '33%'),9626,('56%' '44%'),20%,Co-ed,('56%' '44%'),91%,6%,7%,4%,22%,&lt; 1%,7%,59%
trinity valley community college,100 Cardinal Drive Athens TX 75751,(32.19705 -95.86005),$11504,$12554,424,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
trinity washington university,125 Michigan Ave NE Washington DC 20017,(38.92727 -77.00362),$36490,$36490,220,('97%' '97%' '77%'),737,('98%' '2%'),31%,Co-ed,('99%' '1%'),65%,0%,1%,59%,24%,&lt; 1%,13%,2%
triton college,2000 5th Ave River Grove IL 60171-1995,(41.91602 -87.84026),$11190,$13980,856,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,1%,3%,12%,46%,&lt; 1%,9%,30%
trocaire college,360 Choate Ave Buffalo NY 14220-2094,(42.84674 -78.8118),$18700,$18700,56,('47%' '46%' '44%'),542,('90%' '10%'),23%,Co-ed,('91%' '9%'),n/a,n/a
troy university alabama,University Avenue Troy AL 36082,(31.7987 -85.95661),$18019,$27331,1596,('95%' '96%' '93%'),6766,('64%' '36%'),25%,Co-ed,('62%' '38%'),73%,4%,1%,32%,4%,1%,8%,54%
truckee meadows community college,7000 Dandini Blvd Reno NV 89512-3999,(39.57397 -119.79909),$2934,$10620,856,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
truett mcconnell university,100 Alumni Dr Cleveland GA 30528,(34.59564 -83.74841),$31264,$31264,241,('69%' '65%' '72%'),1055,('57%' '43%'),33%,Co-ed,('51%' '49%'),61%,3%,1%,4%,2%,&lt; 1%,45%,48%
truman state university tsu,100 E Normal Avenue Kirksville MO 63501,(40.19005 -92.58309),$18002,$25723,665,('61%' '63%' '57%'),4068,('57%' '43%'),27%,Co-ed,('59%' '41%'),83%,7%,3%,4%,3%,&lt; 1%,6%,84%
tufts university,419 Boston Ave Medford MA 02155,(42.40903 -71.11867),$79210,$79210,1800,('11%' '11%' '11%'),31198,('59%' '41%'),50%,Co-ed,('56%' '44%'),96%,12%,13%,4%,7%,&lt; 1%,13%,62%
tulane university,6823 St. Charles Avenue New Orleans LA 70118,(29.93528 -90.12389),$77592,$77592,2027,('10%' '9%' '9%'),45525,('65%' '35%'),46%,Co-ed,('64%' '36%'),94%,5%,5%,8%,8%,&lt; 1%,6%,73%
tulsa community college,6111 E Skelly Dr Tulsa OK 74135-6198,(36.10664 -95.90844),$3445,$8845,1844,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,2%,4%,8%,11%,7%,16%,53%
tunxis community college,271 Scott Swamp Road Farmington CT 06032-3187,(41.70619 -72.87753),$4596,$13548,481,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,4%,8%,26%,&lt; 1%,7%,54%
turtle mountain community college,10145 BIA #7 Belcourt ND 58316,(48.88392 -99.74467),$2338,$2338,65,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,0%,&lt; 1%,&lt; 1%,&lt; 1%,97%,&lt; 1%,3%
tusculum university,60 Shiloh Road Greeneville TN 37743,(36.17424 -82.75972),$36110,$36110,201,('77%' '78%' '75%'),1258,('50%' '50%'),21%,Co-ed,('44%' '56%'),54%,5%,1%,16%,4%,1%,4%,75%
tuskegee university,Kresge Center 3rd Floor Tuskegee AL 36088,(32.45705 -85.83905),$32458,$32458,551,('34%' '33%' '35%'),8597,('71%' '29%'),19%,Co-ed,('64%' '36%'),70%,0%,1%,82%,1%,&lt; 1%,15%,1%
tyler junior college,1400 East Fifth Street Tyler TX 75701,(32.33252 -95.28435),$13402,$14122,2237,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
ucl university college london,n/a,n/a,unknown,unknown,,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
ulster county community college,491 Cottekill Rd Stone Ridge NY 12484,(41.8554 -74.13046),$5740,$10620,340,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,3%,6%,17%,&lt; 1%,13%,61%
ultimate medical academy,1255 Cleveland St Clearwater FL 33755-4933,(27.96533 -82.78536),$29450,$29450,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),64%,0%,1%,60%,2%,2%,4%,32%
umpqua community college,1140 Umpqua College Rd. Roseburg OR 97470-0226,(43.29003 -123.33516),$11034,$11697,331,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,2%,2%,&lt; 1%,2%,14%,79%
union college kentucky,310 College St Barbourville KY 40906,(36.8701 -83.88931),$35589,$35589,140,('56%' '59%' '53%'),723,('53%' '47%'),34%,Co-ed,('42%' '58%'),64%,6%,1%,13%,3%,&lt; 1%,5%,79%
union college nebraska,3800 S 48th Street Lincoln NE 68506,(40.77421 -96.65207),$33270,$33270,116,('98%' '98%' '98%'),722,('67%' '33%'),16%,Co-ed,('53%' '47%'),70%,7%,6%,8%,23%,1%,6%,57%
union college new york,807 Union Street Schenectady NY 12308,(42.81478 -73.93217),$76857,$76857,565,('47%' '47%' '46%'),7470,('47%' '53%'),16%,Co-ed,('44%' '56%'),95%,8%,6%,4%,8%,&lt; 1%,4%,77%
union county college,1033 Springfield Avenue Cranford NJ 07016-1528,(40.66803 -74.31821),$10562,$10562,1293,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,1%,4%,30%,42%,&lt; 1%,7%,16%
union institute and university,2090 Florence Avenue Cincinnati OH 45206,(39.11943 -84.49789),$17141,$17141,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,1%,2%,23%,23%,1%,12%,39%
union university,1050 Union University Dr Jackson TN 38305,(35.68146 -88.85734),$45870,$45870,355,('53%' '51%' '55%'),2660,('69%' '31%'),25%,Co-ed,('60%' '40%'),88%,2%,2%,20%,2%,1%,5%,71%
united states air force academy air force,2304 Cadet Drive Suite 3800 USAF Academy CO 80840,(39.0096 -104.89237),n/a,n/a,1091,('12%' '11%' '12%'),11687,('32%' '68%'),75%,Co-ed,('29%' '71%'),95%,1%,6%,6%,11%,&lt; 1%,13%,64%
united states coast guard academy coast guard,15 Mohegan Avenue New London CT 06320,(41.3715 -72.10267),n/a,n/a,277,('19%' '26%' '16%'),2070,('29%' '71%'),69%,Co-ed,('40%' '60%'),97%,1%,8%,3%,10%,2%,2%,75%
united states merchant marine academy,300 Steamboat Road Kings Point NY 11024,(40.8139 -73.76354),$780,$780,239,('25%' '25%' '25%'),1789,('20%' '80%'),53%,Co-ed,('17%' '83%'),98%,1%,8%,3%,10%,2%,3%,75%
united states military academy army,646 Swift Rd (ATTN: MASG) West  Point NY 10996,(41.37793 -73.9636),n/a,n/a,1201,('11%' '8%' '11%'),13955,('30%' '70%'),81%,Co-ed,('24%' '76%'),97%,1%,9%,12%,10%,1%,5%,63%
united states naval academy navy,121 Blake Road Annapolis MD 21402,(38.98151 -76.48542),n/a,n/a,1183,('8%' '8%' '8%'),16265,('29%' '71%'),86%,Co-ed,('29%' '71%'),97%,1%,8%,7%,12%,&lt; 1%,10%,63%
united talmudical seminary,191 Rodney St. Brooklyn NY 11211,(40.70532 -73.95951),$20000,$20000,438,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,3%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
united tribes technical college,3315 University Dr Bismarck ND 58504,(46.76861 -100.76323),$9352,$9352,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
unity college,90 Quaker Hill Road Unity ME 04988,(44.60445 -69.33006),$23540,$23540,244,('91%' '92%' '89%'),2903,('70%' '30%'),9%,Co-ed,('70%' '30%'),71%,0%,1%,1%,1%,2%,10%,86%
universidad adventista de las antillas,Carr 106 Km 2.2 Int Mayaguez PR 00680-0000,(18.20936 -67.046),$13450,$13450,71,('100%' '100%' '100%'),137,('64%' '36%'),59%,Co-ed,('55%' '45%'),74%,4%,&lt; 1%,1%,98%,&lt; 1%,&lt; 1%,1%
universidad ana g mendez carolina campus,Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo Carolina PR 00985-0985,(18.41541 -65.99158),$5820,$5820,726,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
universidad ana g mendez cupey campus,1399 Ave. Ana G. Mendez San Juan PR 00926-2602,(18.38633 -66.06137),$5820,$5820,621,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
universidad ana g mendez gurabo campus,Carr. # 189 Km 3.3 Gurabo PR 00778-3030,(38.89037 -77.03196),$5820,$5820,1189,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),73%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
universidad central de bayamon,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas Bayamon PR 00960-1725,(18.39863 -66.18293),$8222,$8222,96,('98%' '97%' '100%'),117,('65%' '35%'),90%,Co-ed,('68%' '32%'),81%,1%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
universidad central del caribe,Ramon Ruiz Arnau University Hospital Laurel Ave Bayamon PR 00960-6032,(18.368 -66.15797),$6597,$6597,7,('58%' '57%' '60%'),12,('58%' '42%'),100%,Co-ed,('57%' '43%'),100%,0%,&lt; 1%,&lt; 1%,92%,&lt; 1%,6%,1%
universidad del sagrado corazon,Calle Rosales Esq San Antonio Pda 26 1/2 Santurce PR 00907,(18.45349 -66.0751),$15620,$15620,483,('62%' '59%' '65%'),2188,('66%' '34%'),38%,Co-ed,('63%' '37%'),65%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
universidad politecnica de puerto rico,377 Ponce de Leon Ave Hato Rey PR 00919,(18.42215 -66.05692),$18630,$18630,471,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,0%,&lt; 1%,&lt; 1%,99%,&lt; 1%,&lt; 1%,&lt; 1%
universidad teologica del caribe,Road 848 Km. 0.5 Callejon Marquez Bo. Saint Just Trujillo Alto PR 00978-0901,(18.372 -66.00877),$6510,$6510,8,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,31%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
university at buffalo,12 Capen Hall Buffalo NY 14260,(43.00033 -78.78934),$26234,$44154,4309,('70%' '71%' '68%'),30750,('52%' '48%'),20%,Co-ed,('47%' '53%'),87%,16%,17%,9%,9%,&lt; 1%,10%,56%
university of advancing technology,2625 W Baseline Rd Tempe AZ 85283,(33.37761 -111.97534),$28566,$28566,39,('91%' '89%' '91%'),737,('27%' '73%'),13%,Co-ed,('25%' '75%'),61%,1%,2%,13%,15%,4%,17%,49%
university of akron,302 Buchtel Common Akron OH 44325,(41.07611 -81.5072),$22304,$22304,2163,('85%' '85%' '84%'),11332,('55%' '45%'),22%,Co-ed,('48%' '52%'),72%,2%,3%,12%,3%,&lt; 1%,7%,75%
university of akron wayne college,1901 Smucker Rd Orrville OH 44667,(40.86124 -81.78935),$6505,$6505,168,('86%' '83%' '89%'),359,('56%' '44%'),58%,Co-ed,('51%' '49%'),55%,0%,1%,3%,3%,&lt; 1%,5%,87%
university of alabama,739 University Blvd Tuscaloosa AL 35487,(33.2096 -87.54638),$25554,$45024,7593,('79%' '78%' '79%'),42421,('63%' '37%'),23%,Co-ed,('57%' '43%'),88%,2%,1%,11%,5%,&lt; 1%,4%,79%
university of alabama at birmingham uab,Administration Bldg Suite 1070 Birmingham AL 35294,(33.52131 -86.93405),$20875,$32707,2415,('89%' '90%' '84%'),11906,('65%' '35%'),23%,Co-ed,('65%' '35%'),82%,3%,6%,28%,3%,&lt; 1%,5%,58%
university of alabama in huntsville uah,301 Sparkman Dr Huntsville AL 35899,(34.72345 -86.6441),$22252,$34648,1204,('74%' '66%' '80%'),5781,('50%' '50%'),28%,Co-ed,('35%' '65%'),83%,3%,4%,11%,5%,1%,6%,73%
university of alaska anchorage,3211 Providence Drive Anchorage AK 99508,(61.18989 -149.81814),$21284,$37890,990,('69%' '69%' '68%'),3431,('57%' '43%'),42%,Co-ed,('55%' '45%'),67%,2%,7%,3%,7%,6%,17%,59%
university of alaska fairbanks uaf,1731 South Chandalar Drive Fairbanks AK 99775,(64.85648 -147.82283),$17788,$31924,678,('65%' '62%' '66%'),1402,('54%' '46%'),75%,Co-ed,('53%' '47%'),73%,1%,3%,3%,6%,20%,21%,47%
